task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1973	aa/5f1a77	2406889	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m9_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:52.489	1.3s	1s	88.1%	7.2 MB	219.4 MB	58.5 MB	5.3 KB
1937	5b/b337d4	2402026	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (d26_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:48.524	5.3s	5s	93.4%	7.9 MB	221 MB	99.6 MB	39.8 KB
2074	93/3a44a6	2407935	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m21_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:53.190	845ms	0ms	51.9%	3.2 MB	4.3 MB	172.6 KB	43.9 KB
2062	95/54c6b3	2406219	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m24_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:51.923	2.2s	1s	90.4%	7.2 MB	219.4 MB	150.2 MB	5.3 KB
1981	07/7dca85	2407012	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (d39_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:52.621	1.9s	1s	89.1%	7.2 MB	219.4 MB	117.2 MB	5.3 KB
2077	82/c27834	2409017	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m25_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:54.039	849ms	0ms	48.8%	3.1 MB	4.3 MB	173.5 KB	44.6 KB
2075	c4/eca6c6	2408838	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m23_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:53.832	1.5s	1s	88.6%	7.2 MB	219.4 MB	74.3 MB	5.3 KB
2079	84/05e836	2408844	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m28_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:53.840	1.6s	1s	88.4%	7.2 MB	219.4 MB	76.7 MB	5.3 KB
1983	04/61863c	2410612	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m14_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:55.331	821ms	0ms	41.1%	3.2 MB	4.3 MB	173.6 KB	44.6 KB
2082	71/a23954	2410731	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m30_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:55.439	1.4s	1s	80.0%	7.3 MB	219.4 MB	62.4 MB	5.3 KB
1992	ed/2b028e	2411259	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (d42_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:56.159	782ms	0ms	42.3%	3.2 MB	4.3 MB	168.7 KB	43.8 KB
1986	6c/a12c04	2410199	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (d41_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:54.893	2.2s	1s	63.9%	7.1 MB	219.4 MB	80.8 MB	5.3 KB
1967	25/da4950	2408595	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (d31_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:53.675	4.1s	3s	93.3%	7.6 MB	221 MB	75.9 MB	37.9 KB
1976	41/fb98a0	2409908	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (d33_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:54.531	4s	4s	93.4%	7.6 MB	221 MB	73 MB	38.4 KB
1966	41/0b5cc3	2407663	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (d29_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:52.963	5.7s	5s	93.0%	7.8 MB	221 MB	110.5 MB	40.1 KB
1977	77/0b12f3	2409145	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (d36_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:54.081	4.8s	4s	95.3%	7.9 MB	221 MB	91.2 MB	40.2 KB
1969	f1/0061ea	2408760	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (d30_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:53.791	5.5s	4s	91.1%	7.8 MB	221 MB	97.8 MB	39.2 KB
2085	64/94747e	2411994	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (m17_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:57.108	2.2s	2s	96.2%	7.8 MB	220.9 MB	36.2 MB	35.8 KB
2009	3c/1c173c	2413069	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m1_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:58.576	1.1s	0ms	89.6%	7.1 MB	219.4 MB	40.2 MB	5.3 KB
2081	4e/660d97	2413381	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m27_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:58.879	894ms	0ms	67.4%	3.3 MB	4.3 MB	169 KB	43.6 KB
2093	ce/c38333	2413788	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m23_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:59.265	860ms	0ms	77.9%	3.3 MB	4.3 MB	173.4 KB	44.4 KB
2094	64/b1cc44	2413839	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m26_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:59.323	991ms	0ms	53.0%	3.2 MB	4.3 MB	172.8 KB	43.9 KB
1997	62/daf0ae	2411900	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (d40_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:56.949	3.6s	3s	95.5%	7.8 MB	221 MB	64.4 MB	39.4 KB
1989	e9/f4870c	2411793	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (d37_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:56.834	4.4s	3s	93.8%	7.9 MB	221 MB	78.4 MB	38.9 KB
2098	52/66e6d8	2415263	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m29_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:00.524	717ms	0ms	53.6%	3.2 MB	4.3 MB	171.1 KB	43.6 KB
2007	c9/f80674	2415044	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (d46_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:00.322	997ms	0ms	45.5%	3.1 MB	4.3 MB	169.2 KB	43.8 KB
2095	ae/1957a4	2416080	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m28_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:01.331	902ms	0ms	28.4%	3.2 MB	4.3 MB	171.4 KB	43.7 KB
2004	6f/871a99	2412614	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (d41_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:57.770	4.7s	4s	94.1%	7.7 MB	221 MB	80.8 MB	38.6 KB
2011	f0/bb684f	2415996	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m3_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:01.251	1.3s	1s	80.7%	7.1 MB	219.4 MB	47.5 MB	5.3 KB
2012	45/66d7d3	2415945	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m2_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:01.198	1.4s	1s	90.7%	7.2 MB	219.4 MB	67.5 MB	5.3 KB
2099	d1/e61b36	2416798	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m30_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:02.241	853ms	0ms	69.0%	3.2 MB	4.3 MB	170.4 KB	43.7 KB
2088	3a/d39c4b	2414707	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (m21_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:00.131	3s	2s	91.7%	8 MB	221 MB	53.8 MB	37.4 KB
2003	42/a30f11	2414350	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (m14_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:59.777	4.1s	3s	95.8%	7.7 MB	221 MB	85.8 MB	38.4 KB
2105	09/301095	2417748	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m37_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:03.100	1.4s	1s	86.0%	7 MB	219.4 MB	67.5 MB	5.3 KB
2015	2a/bca25c	2418477	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m16_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:03.929	766ms	0ms	35.9%	3.3 MB	4.3 MB	172.8 KB	44.1 KB
2096	1d/2ebb04	2417111	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (m27_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:02.513	2.7s	2s	93.8%	7.9 MB	220.9 MB	45.2 MB	36.7 KB
2107	35/b791a6	2418879	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m35_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:04.506	785ms	0ms	35.3%	3.2 MB	4.3 MB	170.4 KB	43.6 KB
2092	3a/e95dc2	2414293	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (m25_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:59.720	5.7s	5s	92.7%	7.9 MB	221 MB	118.2 MB	40.4 KB
2102	ad/3a948e	2417202	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (m26_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:02.589	2.9s	2s	96.4%	7.9 MB	221 MB	52 MB	38.4 KB
2091	63/275e93	2413232	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (m24_mature_hairpin)	COMPLETED	0	2026-08-28 12:13:58.715	6.9s	6s	94.7%	7.8 MB	221 MB	150.2 MB	41.3 KB
2111	e1/cdc609	2419877	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m37_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:05.436	825ms	0ms	31.1%	3.2 MB	4.3 MB	169.4 KB	43.8 KB
2108	5e/78671b	2419571	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m40_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:05.224	1.4s	1s	94.5%	7.1 MB	155.4 MB	75.1 MB	5.3 KB
2103	a9/6b0e9e	2417256	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (m28_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:02.646	4.2s	3s	95.6%	7.9 MB	221 MB	76.8 MB	38.8 KB
2016	97/448cc1	2417830	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (d46_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:03.154	3.7s	3s	93.5%	7.8 MB	221 MB	59.1 MB	38.5 KB
2013	cb/f7c4c1	2420090	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m5_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:05.652	1.4s	0ms	83.9%	7.2 MB	219.4 MB	66.5 MB	5.3 KB
2106	64/6ac1ff	2421067	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m34_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:06.619	820ms	0ms	65.9%	3.1 MB	4.3 MB	171.1 KB	43.7 KB
2112	f7/e7d262	2420811	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m39_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:06.270	1.3s	1s	88.4%	7.1 MB	219.4 MB	60.5 MB	5.3 KB
2104	d0/8a6ee7	2419074	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (m29_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:04.702	2.9s	2s	95.5%	7.8 MB	220.9 MB	51.5 MB	37.5 KB
2021	ca/43405d	2421358	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m8_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:06.897	1.3s	0ms	94.2%	7.2 MB	219.4 MB	62.3 MB	5.3 KB
2026	fe/bf36eb	2421506	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m11_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:07.074	1.1s	0ms	89.6%	7.2 MB	219.4 MB	33.7 MB	5.3 KB
2019	3a/0f78ed	2422187	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m1_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:07.599	937ms	1s	49.2%	3.3 MB	4.3 MB	168.2 KB	43.5 KB
2028	62/80413d	2422930	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (d48_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:08.197	941ms	0ms	58.8%	3.2 MB	4.3 MB	169.6 KB	43.8 KB
2020	a7/f76c00	2421253	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (m1_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:06.810	2.4s	1s	97.1%	7.8 MB	220.9 MB	40.2 MB	36.5 KB
2116	72/5ef2ca	2419983	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (m36_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:05.503	3.8s	2s	94.2%	7.9 MB	221 MB	68 MB	37.8 KB
2039	94/cf81c2	2422917	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m3_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:08.189	1.1s	0ms	46.5%	3.3 MB	4.3 MB	170.7 KB	43.6 KB
2040	5f/ffb8ef	2423276	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m2_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:08.544	798ms	0ms	71.4%	3.2 MB	4.3 MB	171.2 KB	43.8 KB
2018	ac/206033	2419638	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (m16_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:05.305	4.8s	4s	96.0%	7.8 MB	221 MB	104.2 MB	37.7 KB
2045	bd/4c728f	2424410	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m18_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:09.347	1.2s	1s	78.7%	7.1 MB	219.4 MB	39 MB	5.3 KB
2121	1e/5256d7	2422072	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (m39_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:07.445	3.3s	3s	95.5%	7.7 MB	221 MB	60.5 MB	36.4 KB
2044	08/abd4bb	2424351	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m19_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:09.323	1.5s	1s	74.3%	7.1 MB	219.4 MB	53.7 MB	5.3 KB
2023	55/6e6970	2424184	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m7_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:09.147	1.8s	1s	93.7%	7.1 MB	219.4 MB	125.5 MB	5.3 KB
2031	cb/9ad0c5	2422132	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (m5_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:07.547	3.5s	2s	96.4%	7.9 MB	221 MB	66.5 MB	38.5 KB
2049	0e/d1da25	2425590	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m10_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:10.562	1s	0ms	38.1%	3.3 MB	4.3 MB	172.8 KB	44 KB
2056	33/5ed368	2426213	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m38_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:11.085	995ms	0ms	82.0%	7.2 MB	219.4 MB	21.6 MB	5.3 KB
2047	85/a3a009	2425736	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m20_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:10.703	1.5s	0ms	82.7%	7.2 MB	219.4 MB	62.1 MB	5.3 KB
2050	08/874d02	2426093	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m17_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:10.959	1.2s	0ms	82.4%	7 MB	219.4 MB	36.1 MB	5.3 KB
2043	76/1b849e	2425177	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (m11_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:10.122	2.1s	1s	93.5%	7.6 MB	221 MB	33.7 MB	35.3 KB
2032	8a/e2790e	2424317	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (m8_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:09.300	3.4s	3s	96.0%	7.8 MB	221 MB	62.3 MB	38.2 KB
2055	b6/a82c8d	2426908	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m13_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:11.611	1.1s	0ms	74.1%	3.2 MB	4.3 MB	172.9 KB	44 KB
2058	c3/a89b52	2427343	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m15_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:12.087	791ms	0ms	67.8%	3.2 MB	4.3 MB	172.8 KB	44 KB
2053	4a/6a0b63	2427503	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m11_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:12.240	993ms	0ms	42.0%	3.2 MB	4.3 MB	168.9 KB	43.5 KB
2064	a5/76ef6e	2428166	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m33_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:12.658	754ms	0ms	44.4%	3.1 MB	4.3 MB	172 KB	43.9 KB
2052	c5/0baa5d	2427412	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m22_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:12.169	1.5s	1s	88.5%	7.2 MB	219.4 MB	49.4 MB	5.3 KB
2037	1a/4b9631	2424243	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (m12_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:09.228	4.6s	4s	97.3%	7.6 MB	221 MB	93.8 MB	37.6 KB
2048	7a/64c3df	2425909	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (m13_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:10.789	3.1s	2s	98.9%	7.7 MB	220.9 MB	61 MB	36.6 KB
2063	84/6398b8	2429002	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m31_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:13.238	818ms	0ms	83.3%	3.2 MB	4.3 MB	172.9 KB	44 KB
2060	b2/599cf2	2429189	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m21_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:13.424	1.2s	1s	91.6%	7.1 MB	219.4 MB	53.8 MB	5.3 KB
2073	4e/116ad7	2429726	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m38_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:13.846	873ms	0ms	60.6%	3.2 MB	4.3 MB	166.6 KB	43.4 KB
2071	93/151741	2429908	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m17_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:13.935	875ms	0ms	75.5%	3.2 MB	4.3 MB	170.5 KB	43.6 KB
2068	2b/1d8688	2430013	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m20_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:14.064	768ms	0ms	56.6%	3.2 MB	4.3 MB	173 KB	44.1 KB
2069	25/28046a	2429542	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (m25_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:13.705	1.8s	1s	85.6%	7.1 MB	219.4 MB	118.2 MB	5.3 KB
2057	5e/74f6ca	2427439	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (m31_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:12.188	3.3s	3s	94.7%	7.8 MB	220.9 MB	61.9 MB	38.4 KB
2072	3a/4d3221	2430823	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m22_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:14.723	906ms	0ms	75.9%	3.2 MB	4.3 MB	172.5 KB	43.8 KB
2076	e4/6bcfab	2430889	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_HAIRPIN:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (m24_mature_hairpin)	COMPLETED	0	2026-08-28 12:14:14.816	1s	0ms	83.3%	0	0	173.8 KB	44.8 KB
